pert_iname,InChIKey,clinical_phase,moa,target,disease_area,indication
isosorbide-mononitrate,YWXYYJSYQOXTPL-SLPGGIOYSA-N,Launched,nitric oxide stimulant,GUCY1A2|GUCY1A3|GUCY1B2|GUCY1B3,cardiology,angina pectoris|coronary artery disease (CAD)
isosteviol,KFVUFODCZDRVSS-XGBBNYNSSA-N,Phase 2,,,,
isotiquimide,PWPWEYFVLITGNU-SECBINFHSA-N,Phase 1,,,,
isotretinoin,SHGAZHPCJJPHSC-XFYACQKRSA-N,Launched,retinoid receptor agonist,RARA|RARB|RARG,dermatology,acne vulgaris (AV)
isovaleramide,SANOUVWGPVYVAV-UHFFFAOYSA-N,Phase 2,alcohol dehydrogenase inhibitor,,,
isoxepac,QFGMXJOBTNZHEL-UHFFFAOYSA-N,Phase 2,anti-inflammatory agent,,,
isoxicam,YYUAYBYLJSNDCX-UHFFFAOYSA-N,Withdrawn,cyclooxygenase inhibitor,PTGS1|PTGS2,,
isoxsuprine,BMUKKTUHUDJSNZ-PMUMKWKESA-N,Launched,adrenergic receptor agonist,ADRB2,rheumatology|cardiology,Raynaud's disease|arteriosclerosis|Buerger's disease
ispinesib,QJZRFPJCWMNVAV-HHHXNRCGSA-N,Phase 2,kinesin inhibitor,KIF11,,
isradipine,HMJIYCCIJYRONP-MRXNPFEDSA-N,Launched,calcium channel blocker,CACNA1D|CACNA1F|CACNA2D1,cardiology,hypertension
ISRIB,HJGMCDHQPXTGAV-IYARVYRRSA-N,Preclinical,eukaryotic translation initiation factor inhibitor|PERK inhibitor,EIF2A|EIF2AK3,,
istaroxime,MPYLDWFDPHRTEG-PAAYLBSLSA-N,Phase 2,ATPase inhibitor,ATP1A1,,
istradefylline,IQVRBWUUXZMOPW-PKNBQFBNSA-N,Launched,adenosine receptor antagonist,ADORA1|ADORA2A|ADORA2B|ADORA3,neurology/psychiatry,Parkinson's Disease|dyskinesia
ISX-9,SYENTKHGMVKGAQ-UHFFFAOYSA-N,Preclinical,neural stem cell inducer,NEUROD1,,
IT1t,OOSUDWRRWZVFEB-UHFFFAOYSA-N,Preclinical,CC chemokine receptor antagonist,CXCR4,,
itacitinib,KTBSXLIQKWEBRB-UHFFFAOYSA-N,Phase 3,JAK inhibitor,JAK1,,
ITD-1,ULFUJLFTRWWLPO-XMMPIXPASA-N,Preclinical,TGF beta receptor inhibitor,TGFBR2,,
ITE,KDDXOGDIPZSCTM-UHFFFAOYSA-N,Preclinical,aryl hydrocarbon receptor agonist,AHR,,
ITI214,BBIPVJCGIASXJB-PKTZIBPZSA-N,Phase 1/Phase 2,phosphodiesterase inhibitor,PDE1A,,
itopride,QQQIECGTIMUVDS-UHFFFAOYSA-N,Launched,dopamine receptor antagonist,CHRM3|DRD2,gastroenterology|neurology/psychiatry,dyspepsia|gastroparesis|heartburn|nausea|vomiting|anorexia
itraconazole,VHVPQPYKVGDNFY-TUJWMRSMSA-N,Launched,cytochrome P450 inhibitor,,infectious disease,onychomycosis|histoplasmosis|blastomycosis|aspergillosis
ITX3,SJMYMKPBODEZSH-DEDYPNTBSA-N,Preclinical,GEF inhibitor,TRIO,,
ITX5061,UUROSJLZNDSXRF-UHFFFAOYSA-N,Phase 1,SR-BI inhibitor,,,
IU1,JUWDSDKJBMFLHE-UHFFFAOYSA-N,Preclinical,ubiquitin C-terminal hydrolase inhibitor,USP14,,
ivabradine,ACRHBAYQBXXRTO-OAQYLSRUSA-N,Launched,HCN channel blocker|potassium channel blocker|sodium channel blocker,HCN1|HCN3|HCN4,cardiology,angina pectoris
ivacaftor,PURKAOJPTOLRMP-UHFFFAOYSA-N,Launched,CFTR channel potentiator,CFTR,pulmonary,cystic fibrosis
ivermectin,AZSNMRSAGSSBNP-XPNPUAGNSA-N,Launched,benzodiazepine receptor agonist,CHRNA7|P2RX7,infectious disease,gastrointestinal roundworms|lungworms|cattle grubs|mites|lice|horn flies
ivosidenib,WIJZXSAJMHAVGX-DHLKQENFSA-N,Launched,isocitrate dehydrogenase inhibitor,IDH1,hematologic malignancy,acute myeloid leukemia (AML)
IWP-L6,QESQGTFWEQMCMH-UHFFFAOYSA-N,Preclinical,porcupine inhibitor,PORCN,,
ixabepilone,FABUFPQFXZVHFB-QBNZTRRJSA-N,Launched,microtubule stabilizing agent,TUBB,oncology,breast cancer
ixazomib,MXAYKZJJDUDWDS-LBPRGKRZSA-N,Launched,proteasome inhibitor,,hematologic malignancy,multiple myeloma
ixazomib-citrate,YTXSYWAKVMZICI-VBKZILBWSA-N,Launched,proteasome inhibitor,,hematologic malignancy,multiple myeloma
J147,HYMZAYGFKNNHDN-SSDVNMTOSA-N,Phase 1,BDNF inducer,,,
JAK3-inhibitor-V,FOTCGZPFSUWZBN-UHFFFAOYSA-N,Preclinical,JAK inhibitor,JAK3,,
JD-5037,GTCSIQFTNPTSLO-RPWUZVMVSA-N,Preclinical,cannabinoid receptor antagonist,,,
JDTic,ZLVXBBHTMQJRSX-VMGNSXQWSA-N,Phase 1,opioid receptor antagonist,OPRK1,,
JHW-007,HZEVDVGPBUFIAW-JKHIJQBDSA-N,Preclinical,dopamine reuptake inhibitor,SLC6A3,,
JI-101,ZXBFYBLSJMEBEP-UHFFFAOYSA-N,Phase 1/Phase 2,kinase inhibitor,,,
JIB04,YHHFKWKMXWRVTJ-OQKWZONESA-N,Preclinical,histone lysine demethylase inhibitor,KDM4E,,
JK-184,ROYXIPOUVGDTAO-UHFFFAOYSA-N,Preclinical,hedgehog pathway inhibitor,,,
JLK-6,AMDGKLWVCUXONP-UHFFFAOYSA-N,Preclinical,gamma secretase inhibitor,PSEN1,,
JNJ-10191584,MOIWSUQWIOVGRH-UHFFFAOYSA-N,Preclinical,histamine receptor antagonist,HRH4,,
JNJ-10397049,RBKIJGLHFFQHBE-IRXDYDNUSA-N,Preclinical,orexin receptor antagonist,HCRTR1|HCRTR2,,
JNJ-16259685,QOTAQTRFJWLFCR-XFHMXUHZSA-N,Preclinical,glutamate receptor antagonist,GRM1,,
JNJ-1661010,BHBOSTKQCZEAJM-UHFFFAOYSA-N,Preclinical,FAAH inhibitor,FAAH,,
JNJ-17203212,JFRYYGVYCWYIDQ-UHFFFAOYSA-N,Preclinical,TRPV antagonist,TRPV1,,
JNJ-26481585,PAWIYAYFNXQGAP-UHFFFAOYSA-N,Phase 2,HDAC inhibitor,HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|MDM2,,
JNJ-26990990,AWSKBQNOSRREEY-UHFFFAOYSA-N,Phase 2,anticonvulsant,,,
JNJ-27141491,SYARXICKXVXWNA-LBPRGKRZSA-N,Preclinical,CC chemokine receptor antagonist,CCR2,,
JNJ-37822681,UVUYWJWYRLJHEN-UHFFFAOYSA-N,Phase 2,dopamine receptor antagonist,DRD2,,
JNJ-38877605,JRWCBEOAFGHNNU-UHFFFAOYSA-N,Phase 1,tyrosine kinase inhibitor,MET,,
JNJ-38877618,KOAWAWHSMVKCON-UHFFFAOYSA-N,Phase 1,c-Met inhibitor,,,
JNJ-39758979,COOGVHJHSCBOQT-MRVPVSSYSA-N,Phase 2,histamine receptor antagonist,,,
JNJ-40411813,HYOGJHCDLQSAHX-UHFFFAOYSA-N,Phase 2,glutamate receptor positive allosteric modulator,GRM2,,
JNJ-42041935,FXHHASJVTYRJHH-UHFFFAOYSA-N,Preclinical,hypoxia inducible factor prolyl hydroxylase inhibitor,PDK2,,
JNJ-42165279,YWGYNGCRVZLMCS-UHFFFAOYSA-N,Phase 2,FAAH inhibitor,FAAH,,
JNJ-47965567,XREFXUCWSYMIOG-UHFFFAOYSA-N,Preclinical,purinergic receptor antagonist,P2RX7,,
JNJ-54175446,CWFVVQFVGMFTBD-SECBINFHSA-N,Phase 1,purinergic receptor antagonist,,,
JNJ-63533054,MWDVCHRYCKXEBY-LBPRGKRZSA-N,Preclinical,G protein-coupled receptor agonist,GPR139,,
JNJ-64619178,DBSMLQTUDJVICQ-CJODITQLSA-N,Phase 1,protein arginine N-methyltransferase inhibitor,,,
JNJ-678,GTQTUABHRCWVLL-UHFFFAOYSA-N,Phase 1,RSV fusion inhibitor,,,
JNJ-7706621,KDKUVYLMPJIGKA-UHFFFAOYSA-N,Preclinical,CDK inhibitor,AURKA|AURKB|CDK1|CDK2,,
JNJ-7706621,"InChI=1S/C15H12F2N6O3S/c16-10-2-1-3-11(17)12(10)13(24)23-14(18)21-15(22-23)20-8-4-6-9(7-5-8)27(19,25)26/h1-7H,(H2,19,25,26)(H3,18,20,21,22)",Preclinical,CDK inhibitor,AURKA|AURKB|CDK1|CDK2,,
JNJ-7777120,HUQJRYMLJBBEDO-UHFFFAOYSA-N,Preclinical,histamine receptor antagonist,HRH4,,
josamycin,XJSFLOJWULLJQS-MJKZEBMBSA-N,Launched,bacterial 50S ribosomal subunit inhibitor,,pulmonary,bronchitis
JPH203,XNRZJPQTMQZBCE-SFHVURJKSA-N,Preclinical,solute carrier family member inhibitor,,,
JQ1-(+),DNVXATUJJDPFDM-KRWDZBQOSA-N,Preclinical,bromodomain inhibitor,BRD4|BRDT,,
JTC-801,VTGBZWHPJFMTKS-UHFFFAOYSA-N,Phase 2,opioid receptor antagonist,OPRL1,,
JTE-013,RNSLRQNDXRSASX-UHFFFAOYSA-N,Preclinical,lysophospholipid receptor antagonist,P2RY10|S1PR2,,
JTE-607,IPSSXIMJJXSJQB-FQEVSTJZSA-N,Phase 2,cytokine production inhibitor,IL10|IL1B|IL6|TNF,,
JTE-907,GRAJFFFXJYFVOC-UHFFFAOYSA-N,Phase 1,cannabinoid receptor inverse agonist,CNR2,,
JW-55,ZJZWZIXSGNFWQQ-UHFFFAOYSA-N,Preclinical,tankyrase inhibitor,TNKS|TNKS2,,
JW-642,AVSCNEOUWSVZEY-UHFFFAOYSA-N,Preclinical,monoacylglycerol lipase inhibitor,MGLL,,
JW-67,BTXRSHKJNDFHGA-UHFFFAOYSA-N,Preclinical,WNT pathway inhibitor,APC|AXIN1|GSK3B,,
JW-74,KRIKILRRJCIWNB-UHFFFAOYSA-N,Preclinical,tankyrase inhibitor|WNT signaling inhibitor,TNKS|TNKS2,,
JX-401,OMGLGPKQUFSRNN-UHFFFAOYSA-N,Preclinical,p38 MAPK inhibitor,MAPK14,,
JZL-184,SEGYOKHGGFKMCX-UHFFFAOYSA-N,Preclinical,monoacylglucerol lipase inhibitor,MGLL,,
JZL-195,QNYRAEKLMNDRFY-UHFFFAOYSA-N,Preclinical,FAAH inhibitor|monoacylglycerol lipase inhibitor,FAAH|MGLL,,
K-247,QNUBRHYSSHJWDH-CHWFTXMASA-N,Phase 1,,,,
K-858,JEFVYQYZCAVNTP-ZDUSSCGKSA-N,Preclinical,kinesin-like spindle protein inhibitor,KIF11,,
K-MAP,VXMVXDITZWJXJN-LDMBFOFVSA-N,Phase 2,,,,
K-Ras(G12C)-inhibitor-12,JFIFBWVNHLXJFY-UHFFFAOYSA-N,Preclinical,K-Ras inhibitor,KRAS,,
K-Ras(G12C)-inhibitor-6,ZPXCEHMKUTXHRZ-UHFFFAOYSA-N,Preclinical,K-Ras inhibitor,,,
K-strophanthidin,ODJLBQGVINUMMR-HZXDTFASSA-N,Phase 2,ATPase inhibitor,ATP1A1,,
K02288,CJLMANFTWLNAKC-UHFFFAOYSA-N,Preclinical,bone morphogenic protein inhibitor,BMP1,,
K145,MPZXLTZVPUSTFY-SOFYXZRVSA-N,Preclinical,sphingosine kinase inhibitor,SPHK2,,
kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,Preclinical,bone resorption inhibitor|estrogen-related receptor inverse agonist,AKR1B1|ALOX15B|ALOX5|AR|CYP1B1|GLO1|HSD17B1|UGT3A1,,
KAF-156,BUPRVECGWBHCQV-UHFFFAOYSA-N,Preclinical,antimalarial agent,,,
kainic-acid,VLSMHEGGTFMBBZ-OOZYFLPDSA-N,Preclinical,kainate receptor agonist,GRIA1|GRIK1|GRIK2|GRIK3|GRIK4|GRIK5,,
kakonein,HKEAFJYKMMKDOR-YAJUCGGBSA-N,Phase 2,GABA receptor antagonist|serotonin receptor antagonist,,,
kanamycin,SBUJHOSQTJFQJX-NOAMYHISSA-N,Launched,bacterial 30S ribosomal subunit inhibitor,,infectious disease,gram-negative bacterial infections
karenitecin,POADTFBBIXOWFJ-VWLOTQADSA-N,Phase 3,topoisomerase inhibitor,TOP1,,
kartogenin,SLUINPGXGFUMLL-UHFFFAOYSA-N,Preclinical,chondrocyte differentiation stimulator,FLNA,,
kasugamycin,PVTHJAPFENJVNC-MHRBZPPQSA-N,Preclinical,bacterial 30S ribosomal subunit inhibitor,,,
KB-R7943,UMJUNUMSJDTYTM-UHFFFAOYSA-N,Preclinical,sodium/calcium exchange inhibitor,SLC8A1|TRPC3|TRPC5|TRPC6,,
KB-SRC-4,UHIZYQVRKSWIFO-UHFFFAOYSA-N,Preclinical,SRC inhibitor,SRC,,
KBG,FOLRUCXBTYDAQK-PTEOKISQSA-N,Phase 2,neprilysin inhibitor,MME,,
KD-023,CZRCFAOMWRAFIC-UHFFFAOYSA-N,Phase 2,ACAT inhibitor,ACACA|ACACB,,
KD025,GKHIVNAUVKXIIY-UHFFFAOYSA-N,Phase 2,rho associated kinase inhibitor,ROCK2,,
kenpaullone,QQUXFYAWXPMDOE-UHFFFAOYSA-N,Preclinical,CDK inhibitor|glycogen synthase kinase inhibitor,CCNB1|CDK1|CDK5|GSK3B,,
ketanserin,FPCCSQOGAWCVBH-UHFFFAOYSA-N,Launched,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|SLC18A1|SLC18A2,cardiology,hypertension
ketoconazole,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,Launched,sterol demethylase inhibitor,KCNA10,dermatology,seborrheic dermatitis
ketohexokinase-inhibitor-1,MDUYWDNWFXSMJJ-XWLWVQCSSA-N,Preclinical,kinase inhibitor,,,
ketoprofen,DKYWVDODHFEZIM-LLVKDONJSA-N,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,rheumatology,rheumatoid arthritis|osteoarthritis
ketorolac,OZWKMVRBQXNZKK-NSHDSACASA-N,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,neurology/psychiatry,pain relief
ketotifen,OVJRNFMIYGGLDL-UHFFFAOYSA-N,Launched,histamine receptor agonist|leukotriene receptor antagonist|phosphodiesterase inhibitor,HRH1,neurology/psychiatry,itching
kevetrin,PRDJGNVQBVXXEO-UHFFFAOYSA-N,Phase 1,p53 activator,,,
KF-38789,NHFIAAAMCYVRIW-QGZVFWFLSA-N,Preclinical,P selectin inhibitor,SELP,,
KG-5,CMYHZFCJPORPHY-UHFFFAOYSA-N,Preclinical,RAF inhibitor,BRAF|FLT3|KIT|PDGFRB,,
KH-CB19,DXZRBHUCOHBAHP-UHFFFAOYSA-N,Preclinical,CDC inhibitor,CLK1|CLK3|DYRK1A,,
khellin,HSMPDPBYAYSOBC-UHFFFAOYSA-N,Phase 2,vasodilator,,,
KHK-IN-1,HFLMLZKGLUEWBU-UHFFFAOYSA-N,Preclinical,hexokinase inhibitor,KHK,,
KHS-101,DGRJOOOHPBSAHD-UHFFFAOYSA-N,Preclinical,neural stem cell inducer,TACC3,,
KI-16425,LLIFMNUXGDHTRO-OAHLLOKOSA-N,Preclinical,lysophosphatidic acid receptor antagonist,LPAR1|LPAR3,,
KI-20227,SHPFDGWALWEPGS-AWEZNQCLSA-N,Preclinical,c-Fms inhibitor,CSF1R|KDR|KIT|PDGFRB,,
KI-8751,LFKQSJNCVRGFCC-UHFFFAOYSA-N,Preclinical,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,KDR,,
ki16198,HHVJBROTJWPHHX-INIZCTEOSA-N,Preclinical,lipoprotein antagonist,LPA,,
kifunensine,OIURYJWYVIAOCW-PQMKYFCFSA-N,Phase 1,mannosidase inhibitor,MAN1B1|MAN2A1,,
kinetin,QANMHLXAZMSUEX-UHFFFAOYSA-N,Launched,cell division inducer,,dermatology,sunburn
KL-001,OQAFDLPAPSSOHY-MRXNPFEDSA-N,Preclinical,proteasome inhibitor,CRY1|CRY2,,
KM-0118,CQVAQQNDZCZBSU-UHFFFAOYSA-N,Phase 1,anticancer agent,,,
KME-4,DFPYHQJPGCODSB-UKTHLTGXSA-N,Preclinical,prostaglandin inhibitor,,,
KML29,SXHQLPHDBLTFPM-UHFFFAOYSA-N,Preclinical,monoacylglucerol lipase inhibitor,MGLL,,
KN-62,RJVLFQBBRSMWHX-DHUJRADRSA-N,Preclinical,calcium/calmodulin dependent protein kinase inhibitor|purinergic receptor antagonist,AKT1|CAMK2A|CHEK1|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|P2RX7|PRKCA|ROCK1|RPS6KB1|SGK1,,
KN-93,LLLQTDSSHZREGW-AATRIKPKSA-N,Preclinical,calcium/calmodulin dependent protein kinase inhibitor,CAMK2A,,
Ko143,NXNRAECHCJZNRF-JBACZVJFSA-N,Preclinical,BCRP inhibitor,ABCB1|ABCC1,,
KP-1212,LAOLDMMWVYDDID-HSUXUTPPSA-N,Phase 2,,,,
KPT-185,NLNGWFLRRRYNIL-PLNGDYQASA-N,Preclinical,exportin antagonist,XPO1,,
KPT-276,JCHAWRDHMUSLMM-UPHRSURJSA-N,Preclinical,exportin antagonist,XPO1,,
KPT-9274,MRFOPLWJZULAQD-SWGQDTFXSA-N,Phase 1,NAMPT inhibitor,,,
KR-33494,ZRLJEHIUGYTTSZ-UHFFFAOYSA-N,Preclinical,cell death inhibitor ,,,
KRCA-0008,TXDIRJCYNAWBOS-UHFFFAOYSA-N,Preclinical,ALK inihibitor,ALK,,
KRN-633,VPBYZLCHOKSGRX-UHFFFAOYSA-N,Preclinical,VEGFR inhibitor,FLT1|FLT4|KDR,,
KS-176,LTWQQWSXYYXVGA-UHFFFAOYSA-N,Preclinical,BCRP inhibitor,ABCG2,,
KT-433,XSDFWTIKVXKOGJ-UHFFFAOYSA-N,Phase 2,uricosuric agent,,,
KU-0063794,RFSMUFRPPYDYRD-CALCHBBNSA-N,Preclinical,mTOR inhibitor,MTOR,,
KU-55933,XRKYMMUGXMWDAO-UHFFFAOYSA-N,Preclinical,ATM kinase inhibitor,ATM|PRKDC,,
KU-60019,SCELLOWTHJGVIC-BGYRXZFFSA-N,Preclinical,ATM kinase inhibitor,ATM,,
KU14R,JCWVNNMJXQJVNC-ZDUSSCGKSA-N,Preclinical,imidazoline receptor antagonist,,,
kuromanin,RKWHWFONKJEUEF-GQUPQBGVSA-O,Preclinical,ribosyl cyclase inhibitor,CD38,,
KW-2449,YYLKKYCXAOBSRM-JXMROGBWSA-N,Phase 1,Abl kinase inhibitor|Aurora kinase inhibitor|FLT3 inhibitor,ABL1|AURKA|AURKB|FLT3,,
KW-2478,VFUXSYAXEKYYMB-UHFFFAOYSA-N,Phase 1/Phase 2,HSP inhibitor,,,
KW-3902,PJBFVWGQFLYWCB-XEDLVCFGSA-N,Phase 3,adenosine receptor antagonist,ADORA1|ADORA2A|ADORA2B|ADORA3,,
KX2-391,HUNGUWOZPQBXGX-UHFFFAOYSA-N,Phase 3,SRC inhibitor|tubulin polymerization inhibitor,SRC,,
KX2-391,"InChI=1S/C26H29N3O3/c30-26(28-19-21-4-2-1-3-5-21)18-24-9-6-23(20-27-24)22-7-10-25(11-8-22)32-17-14-29-12-15-31-16-13-29/h1-11,20H,12-19H2,(H,28,30)",Phase 3,SRC inhibitor|tubulin polymerization inhibitor,SRC,,
KY02111,LXFKEVQQSKQXPR-UHFFFAOYSA-N,Preclinical,WNT pathway inhibitor,DKK1,,
kynurenic-acid,HCZHHEIFKROPDY-UHFFFAOYSA-N,Phase 1,glutamate receptor antagonist,GPR35|GRIN1|GRIN2A|GRIN2B,,
L-(+)-rhamnose-monohydrate,SHZGCJCMOBCMKK-HGVZOGFYSA-N,Preclinical,,,,
L-152804,XQDXIHYKAGHZRX-LJQANCHMSA-N,Preclinical,neuropeptide receptor antagonist,NPY5R,,
L-161982,MMDNKTXNUZFVKD-UHFFFAOYSA-N,Preclinical,prostanoid receptor antagonist,PTGER4,,
L-165041,HBBVCKCCQCQCTJ-UHFFFAOYSA-N,Preclinical,PPAR receptor agonist,PPARD,,
L-168049,HHBOWXZOLYQFNY-UHFFFAOYSA-N,Preclinical,glucagon receptor antagonist,GCGR,,
L-365260,KDFQABSFVYLGPM-QFIPXVFZSA-N,Phase 2,CCK receptor antagonist,CCKAR|CCKBR|KCNQ1,,
L-368899,MWIASLNTAGRGGA-ZJPWWDJASA-N,Phase 1,oxytocin receptor antagonist,AVPR1A|AVPR2|OXTR,,
"L-655,708",YKYOQIXTECBVBB-AWEZNQCLSA-N,Preclinical,GABA receptor inverse agonist,GABRA1|GABRA2|GABRA3|GABRA5|GABRG2,,
L-655240,JLPYLHLUHJOPNL-UHFFFAOYSA-N,Phase 1,thromboxane receptor antagonist,PTGES,,
L-670596,GMJWAIMJHBTYPD-CQSZACIVSA-N,Preclinical,prostanoid receptor antagonist,,,
L-689560,UCKHICKHGAOGAP-UONOGXRCSA-N,Preclinical,glutamate receptor antagonist,GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D,,
L-690330,JKOCAAWWDVHWKB-UHFFFAOYSA-N,Preclinical,inositol monophosphatase inhibitor,IMPA1,,
L-693403,GSXJSGMDWKPVBY-UHFFFAOYSA-N,Preclinical,sigma receptor agonist|sigma receptor antagonist,DRD2|SIGMAR1,,
L-694247,HKXMQLISPYELRD-UHFFFAOYSA-N,Preclinical,serotonin receptor agonist,HTR1A|HTR1B|HTR1D,,
L-701252,MXEFWCFPCLDOOG-UHFFFAOYSA-N,Preclinical,glutamate receptor antagonist,GRIN1,,
L-701324,FLVRDMUHUXVRET-UHFFFAOYSA-N,Preclinical,glutamate receptor antagonist,GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D,,
"L-732,138",BYYQYXVAWXAYQC-LJQANCHMSA-N,Preclinical,tachykinin antagonist,TACR1|TACR2,,
L-733060,FCDRFVCGMLUYPG-ROUUACIJSA-N,Preclinical,tachykinin antagonist,TACR1,,
L-741742,QDMAKDIDFJTXEL-UHFFFAOYSA-N,Preclinical,dopamine receptor antagonist,DRD3|DRD4|SCN1A|SCN3A,,
L-745870,OGJGQVFWEPNYSB-UHFFFAOYSA-N,Preclinical,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4|HTR1A|HTR2A|HTR6|HTR7,,
L-755507,NYYJKMXNVNFOFQ-MHZLTWQESA-N,Preclinical,adrenergic receptor agonist,ADRB1|ADRB2|ADRB3,,
L-760735,USRYEHHMJIRICK-ZNZBMKLDSA-N,Preclinical,tachykinin antagonist,TACR1,,
L-778123,JNUGFGAVPBYSHF-UHFFFAOYSA-N,Phase 1,farnesyltransferase inhibitor,FNTA|FNTB|PGGT1B,,
L-798106,ODTKFNUPVBULRJ-NTCAYCPXSA-N,Preclinical,prostanoid receptor antagonist,PTGER3,,
L-838417,BQDUNOMMYOKHEP-UHFFFAOYSA-N,Preclinical,GABA receptor partial agonist,GABRA1|GABRA2|GABRA3|GABRA5,,
L-alanine,QNAYBMKLOCPYGJ-REOHCLBHSA-N,Launched,,AARS|AARS2|ABAT|AGXT|AGXT2|GPRC6A|GPT|GPT2|KYNU|NFS1|PHYKPL|SLC1A4|SLC36A1|SLC7A8,,
L-arginine,ODKSFYDXXFIFQN-BYPYZUCNSA-N,Launched,nitric oxide precursor,ARG2|ASL|ASS1|AZIN2|GPRC6A|NOS2|NOS3|SLC7A1|SLC7A3|SLC7A4,cardiology|neurology/psychiatry|urology|obstetrics/gynecology|otolaryngology,congestive heart failure|hypertension|coronary artery disease (CAD)|claudication|senile dementia|erectile dysfunction|infertility|common cold
L-ascorbyl-6-palmitate,CYJPUZLKFAUFHF-HFSMHLIXSA-N,Preclinical,,,,
L-asparagine,DCXYFEDJOCDNAF-REOHCLBHSA-N,Phase 3,,ASNS|ASRGL1|NARS|NARS2|SLC1A5|SLC38A3,,
L-asparagine-N-hydroxy,ZBYVTTSIVDYQSO-REOHCLBHSA-N,Preclinical,,,,
L-aspartic-acid,CKLJMWTZIZZHCS-REOHCLBHSA-N,Launched,metallic radical formation stimulant,ACY1|ACY3|ADSS|ADSSL1|ASNS|ASPA|ASPH|ASRGL1|ASS1|CAD|DARS|DARS2|GOT1|GOT2|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|LYZ|PAICS|RNASE1|SLC1A1|SLC25A12|SLC25A13,,
L-citrulline,RHGKLRLOHDJJDR-BYPYZUCNSA-N,Launched,nitric oxide stimulant,ASS1|DDAH1|DDAH2|GPRC6A|NOS1|NOS2|NOS3|OTC|PADI1|PADI2|PADI3|PADI4|PADI6,cardiology|urology,hypertension|erectile dysfunction
L-cysteine,XUJNEKJLAYXESH-REOHCLBHSA-N,Launched,,CARS|CARS2|CBS|CDO-1|CDO1|CSAD|CTH|GCLC|GCLM|GOT1|GSS|MGMT|NFS1|SLC19A3,rheumatology,osteoarthritis|rheumatoid arthritis
L-cysteinesulfinic-acid,ADVPTQAUNPRNPO-REOHCLBHSA-N,Preclinical,glutamate receptor agonist,GRM1|GRM5|GSR|HMGCS2|PAPOLA|PRDX2,,
L-cystine,LEVWYRKDKASIDU-IMJSIDKUSA-N,Launched,,CTNS|SLC3A1|SLC7A11|SLC7A9,,
L-ergothioneine,SSISHJJTAXXQAX-ZETCQYMHSA-O,Phase 3,free radical scavenger,,,
L-glutamic-acid,WHUUTDBJXJRKMK-VKHMYHEASA-N,Launched,glutamate receptor agonist,AADAT|AASS|ABAT|ALDH18A1|ASNS|BCAT1|BCAT2|CCBL2|DNPEP|EARS2|ENPEP|EPRS|FOLH1|FPGS|FTCD|GAD1|GAD2|GATB|GCLC|GCLM|GGCX|GLS|GLS2|GLUD1|GLUD2|GLUL|GMPS|GOT1|GOT2|GPT|GPT2|GRIA1|GRIA2|GRIA3|GRIA4|GRID1|GRID2|GRIK1|GRIK2|GRIK3|GRIK4|GRIK5|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|GRM1|GRM2|GRM3|GRM4|GRM6|GRM7|GRM8|LGSN|NADSYN1|NAGS|OPLAH|PFAS|PGCP|PSAT1|SLC1A1|SLC1A2|SLC1A3|SLC1A6|SLC1A7|SLC25A18|SLC25A22|SLC7A11|TAT,,
L-glutamine,ZDXPYRJPNDTMRX-VKHMYHEASA-N,Launched,,CTPS1|GLUL|GPRC6A|PPAT,gastroenterology|dental|neurology/psychiatry|rheumatology,diarrhea|mucositis|muscle pain|joint pain|peptic ulcer disease (PUD)|ulcerative colitis|Crohn's disease|anxiety|insomnia
L-hydroxyproline,PMMYEEVYMWASQN-DMTCNVIQSA-N,Launched,,,,
L-kynurenine,YGPSJZOEDVAXAB-QMMMGPOBSA-N,Phase 1,aryl hydrocarbon receptor agonist,,,
L-leucine,ROHFNLRQFUQHCH-YFKPBYRVSA-N,Phase 3,,BCAT1|BCAT2|LARS|LARS2|LCMT1|LCMT2,,
L-lysine,KDXKERNSBIXSRK-YFKPBYRVSA-N,Phase 2,serotonin receptor agonist,GPRC6A|KARS|SLC7A1|SLC7A2|SLC7A3|SLC7A4,,
L-methionine,FFEARJCKVFRZRR-BYPYZUCNSA-N,Launched,voltage-gated calcium channel ligand,BHMT|BHMT2|METAP2|MTR|MTRR,pulmonary|allergy|neurology/psychiatry,asthma|allergic rhinitis|depression|Parkinson's Disease|schizophrenia
